source,name,phone,address,category,city,country,company_number,incorporated_on,status,keyword,reason,date_found,contacted
overpass,Aguacates Mexican Bar & Grill,+17162598205,"765 Elmwood Avenue, Buffalo, 14222",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Branca,+1 585-385-7437,"683 Pittsford-Victor Road, Pittsford, 14534",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ned's Pizza,+1-607-219-3238,"139 Dryden Road, Ithaca, 14850",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Royal India,+1-518-482-4555,"519 Central Avenue, Albany, 12206",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Asia Cuisine,+1-607-256-8818,"126 North Aurora Street, Ithaca, 14850",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hill Street Cafe,+1-518-462-3544,"180 Madison Avenue, Albany, 12202-1708",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mezcal's,+1-718-783-3276,"223 5th Avenue, New York, 11215",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,O'Malley's Cabin On The Lake,+1-607-532-8846,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Breslin,+1 212-679-1939,"16 West 29th Street, New York, 10001",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,New No. 1 Chinese Restaurant,+1-518-465-6496,"466 Delaware Avenue, Albany, 12209-1429",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Van's Vietnamese,+1-518-436-1868,"307 Central Avenue, Albany, 12206-2508",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Tacolmos,+1-929-884-5121,"205A Schenectady Avenue, New York, 11213",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hunan Wok III,+1-914-271-1333;+1-914-271-1371,"125 Grand Street, Croton-on-Hudson, 10520",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Quechua Nostra,+1 212-410-0707,"1634 Lexington Avenue, New York, 10029",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Inga's Bar,+1-917-909-1177,"66 Hicks Street, Brooklyn",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Neptune Diner II,+1-718-623-1111,"699 Classon Avenue, Brooklyn, 11238",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Zafis Luncheonette,+1-212-533-2415,"500 Grand Street, New York, 10002-4100",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Banc,+1-212-252-0146,"431 3rd Avenue, New York, 10016",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sweet Tomato's,+1-631-749-4114,"15 Grand Avenue, Shelter Island Heights, 11965",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Dory,+1-631-749-4300,"185 North Ferry Road, Shelter Island Heights, 11965",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Polash,+1-212-410-0276,"2179 3rd Avenue, New York, 10035",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Briciola Pizza Bar,+1-646-630-8317,"14 Bedford Street, New York, 10014",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Akino,+1 718 779 8280,"82-80 Broadway, Elmhurst",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Nick's Pizza,+1-315-463-6425,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ski Bowl Cafe,+1-518-251-2123,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Rudraks,+1-212-222-4800,"706 Amsterdam Avenue, New York, 10025",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mario's Ristorante & Pizzeria,+1 516-922-9111,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Gen,+1-718-398-3550,"659 Washington Avenue, New York, 11238",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mom's Diner,+1-315-477-0141,"501 Westcott Street, Syracuse, 13210",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Village Diner,+1-718-850-3787,"81-74 Lefferts Boulevard, Kew Gardens, 11415",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Shanghai Lee,+1-718-349-6716,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Gramercy Cafe,+1 917-745-0713,"31-91 Steinway Street, Astoria",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,All Night Egg Plant,+1-315-446-8178,"5781 Bridge Street, East Syracuse, 13057",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sand City Brewing,+16316512767,"150 South Wellwood Avenue, Lindenhurst, 11757",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cafe Joul,+1 212-759-3131,"1070 1st Avenue, New York",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Fresh Tortillas,+17188507766,"118-19 Metropolitan Avenue, New York, 11415",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hokey Pokey’s Ice Creamery,+16079624720,"37 West William Street, Corning, 14830",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,En En's Chinese Buffet,+1-607-936-3000,"9 South Buffalo Street, New York, 14830",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Beartown Peaches ‘n Cream,+16079375219,"5 Beartown Road, New York",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Spencer's Restaurant,+1-607-936-9196,"359 Market Street Extension, New York",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Grovers Bar & Grill,+1-716-636-1803,"9160 Transit Road, East Amherst, 14051",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Chelsea Square Restaurant,+1-212-691-5400,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Chelsea Cottage's Viet Grill,+1-212-366-4881;+1-212-366-4882,"206 9th Avenue, New York, 10011",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Dil e Punjab Deli,+1 212-647-9428,"170 9th Avenue, New York, 10011",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Shortstop Pizza,+1-631-269-7172,"8 Indian Head Road, New York, 11754",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Eastshore Roadhouse,+1-607-219-3004,"1928 East Shore Drive, Lansing, 14882",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Panda Chinese,+1-631-757-3003,"10 Fort Salonga Road, Fort Salonga, 11768",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Skipper's Pub,+1-631-261-3589,"34 Main Street, Northport, 11768",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,BG Buda’s Cucina Italiana,+1-315-663-1530,"88 Albany Street, Cazenovia, 13035",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,New Asha Sri Lanka Restaurant,+1-718 420-0649,"322 Victory Boulevard, Staten Island, 10301",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Book Chang Dong Soon Tofu,+1 718 961-2001,"152-22 Northern Boulevard, Flushing, 11354",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hollywood Diner,+1 212-691-8465,"574 6th Avenue, New York, 10011",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sushi-tei,+1 212 753-3535,"11 East 47th Street, New York, 10017",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,No Pork Halal Kitchen,+1-718-875-9888,"50 4th Avenue, Brooklyn, 11217",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Koto Sushi & Steak,+1-718-222-8055,"552 Henry Street, New York, 11231",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Commander Cody's,+1-631-749-1851,"41 Smith Street, Shelter Island, 11964",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Cheburechnaya,+1 718 897-9080,"92-09 63rd Drive, Rego Park, 11374",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Samarkand,+1 718 263-4444,"Queens Boulevard, New York",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Copacabana,+1 718 545-3685,"36th Avenue, Astoria, 11106",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Salute Kosher,+1 718 275-6860,"63-61 108th Street, Forest Hills, 11375",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Café Arzu,+1 718 830-3335,"101-5;101-05 Queens Boulevard, Forest Hills, 11375",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Alex's On the Water,+1 315 343 5121,"26 East 1st Street, New York, 13126",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Duffy's,+1-718-447-9276,"650 Forest Avenue, Staten Island, 10310",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,L'Amour Glatt Kosher,+1-718-459-8800,"102-11 Queens Boulevard, Forest Hills, 11375",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Asian Bowl,+1 718 275-1888,"101-11 Queens Boulevard, Forest Hills, 11375",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Nadezhda,+1 718 380 6666,"64-06 108th Street, Forest Hills, 11375",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Next Stop Vegan,+1 917 9666066,"88 Livingston Street, New York, 11201",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sushi Wen,+1-718-816-8279,"856 Castleton Avenue, Staten Island, 10310",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Capsec International Restaurant & Bakery,+1-718-484-9122,"2482 Pitkin Avenue, New York, 11208",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ballato,+1-212-274-8881,"55 East Houston Street, New York, 10012",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Don Alex,+1-718-275-1112,"97-05 64th Avenue, New York, 11374",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,El Continental,+1-718-832-1327,"672 5th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Jey Diner,+1-917-635-0863,"721 4th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Melany Restaurant,+1 718-282-0399,"785 Flatbush Avenue, Brooklyn, 11226",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Bèl Nègès,+1-347-365-4753,"2180 Bedford Avenue, New York, 11226",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Noodle Pudding,+1-718 625-3737,"38 Henry Street, New York, 11201",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Tabetomo,+1-646-850-6414,"131 Avenue A, New York, 10009",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sky Ice,+1-718-230-0910,"63 5th Avenue, New York, 11217",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ishi,+1-917-909-1935,"70 5th Avenue, Brooklyn, 11217",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Pablito's,+1-718-499-4735,"723 5th Avenue, New York, 11215",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Footprints,+1-917-477-4857,"584 Nostrand Avenue, New York, 11216",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Trini-Girl,+1-347-240-6999,"628 Nostrand Avenue, New York, 11216",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Le Mistral,+1-844-841-9019,"330 5th Street, New York, 11215",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Authentic Szechuan,+1-718-788-2226,"384 5th Avenue, Brooklyn, 11215",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Locanda Mariella,+1-718-499-2132,"492 6th Avenue, New York, 11215",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Romeo's Pizza and Restaurant,+1-718-454-4223,"188-08 Union Turnpike, New York, 11423",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Boon Dee Moo Ka Ta Thai B.B.Q.,+1-917-456-1088,"168-11 Union Turnpike, New York, 11366",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Apizza,+1-718-833-2308,"9524 4th Avenue, New York, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,The Coffee Club Diner,+1-718-567-3953,"9526 4th Avenue, New York, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Oriental Palace,+1-718-265-1540,"3018 Mermaid Avenue, Brooklyn, 11224",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Burmese Harp,+1-347-517-4225,"8510 4th Avenue, New York, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ay Kebab,+1 718 491 1300,"8602 4th Avenue, New York, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Luliano's,+1-718-439-6994,"7902 3rd Avenue, Brooklyn, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Dave's Garden,+1-718-333-5431,"7404 3rd Avenue, New York, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Spice Szechuan,+1-718-333-5833,"7026 3rd Avenue, Brooklyn, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Glow Thai,+1-718-748-1920,"7107 3rd Avenue, Brooklyn, 11209",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Footprints,+1 718-265-2530,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Dave Chinese Kitchen,+1-718-776-2500,"188-21 Union Turnpike, New York, 11366",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Turquoise Kosher Fish Restaurant,+1-718-776-7775,"189-23 Union Turnpike, Queens, 11366",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Georgian House,+1-718-759-6555,"129 Brighton 1st Street, Brooklyn, 11235",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,New Shaman Restaurant,+1 718-368-1721,"232 Neptune Avenue, New York, 11235",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Amitabha Vegan Resaurant,+17184612100,"68-24 Fresh Meadow Lane, Fresh Meadows, 11365",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mama Lee,+1 718 767-8680,"213-12 48th Avenue, Bayside, 11364",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,V&S Pizza & Restaurant,+1-718-332-7300,"1715 Emmons Avenue, Brooklyn, 11235",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Hi Hot Kitchen,+1-718-481-3037,"73-08 Bell Boulevard, Queens, 11364",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Masuta Japanese Fusion,+17183683255,"1714 Sheepshead Bay Road, New York, 11235",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,El Buen Sabor Hondureño Deli Restaurant,+1-347-561-3135,"172-32 Jamaica Avenue, Jamaica, 11432",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Kitchen 999,+1-917-819-0168,"44-10 Kissena Boulevard, New York, 11355",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Ming Kee Kitchen,+1-212-219-2282,"237B Grand Street, New York, 10002",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Asian King,+1-718-891-8838,"2827 Coney Island Avenue, New York, 11235",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Panino Rustico,+1-718-236-6343,"8222 17th Avenue, Brooklyn, 11214",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mr Q BBQ,+1-718-853-3988,"806 56th Street, New York, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Tengu Sushi & Noodle,+1-718-633-3336,"5920 Fort Hamilton Parkway, Brooklyn, 11219",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Great Taste Dumpling,+1-718-436-2516,"4317 8th Avenue, Brooklyn, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,La Carreta,+1-718-567-3566,"407 51st Street, New York, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Little Thanh Da,+1-718-492-3760,"777 57th Street, Brooklyn, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Wu La Bu Huan,+1 718-878-6550,"6102 7th Avenue, New York, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,WesternYunnan Crossing Bridge Noodle,+17188384181,"705 59th Street, New York, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,OD's Restaurant,+1-718-943-7034,"5823 4th Avenue, New York, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Usuluteco #3 Restaurant,+1-718-439-3727,"5502 3rd Avenue, New York, 11220",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Los Tres Potrillos,+1-718-788-8484,"1004 4th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Tacos El Bronco,+1-718-788-2229,"4324 4th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,La Familia,+1-718-832-7568,"938 4th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Roundabout Restaurant,+1-347-965-9375,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,El Pollo Peruviano II,+1-347-889-5420,"4102 5th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,La Parada,+1-718-369-0115,"855 4th Avenue, New York, 11232",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Rockmeisha,+1-646-360-2598,"351 East 14th Street, New York, 10003",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Lucia Pizza,+1 917 965-2900,"375 Canal Street, New York, 10013",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Noor Palace,+1-929-788-7770,"2390 Coney Island Avenue, Brooklyn, 11223",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,East Sushi Bistro,+1-718-648-0800,"2106 East 19th Street, New York, 11229",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,PJ's On The Bay,+1 347-462-1747,"3041 Avenue V, New York, 11229",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Pablo's,+1-718-421-7603,"43 Newkirk Plaza, New York, 11226",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Tofu Tofu,+1-917-442-5001,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Il Cortile,+1-212-226-6060,"125 Mulberry Street, New York, 10013",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Mi Cholita Bella,+1-717-684-6833,"1386 DeKalb Avenue, New York, 11221",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,M & J,+1-212-533-6888,"600 East 14th Street, New York, 10009",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Bleu Nuk,+1-718-210-2529,"1150 Nostrand Avenue, New York, 11225",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Wing Luck Restaurant,+1-718-385-2100,"252 Livonia Avenue, Brooklyn, 11212",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Beauty & Essex,+1 212-614-0146,"146 Essex Street, New York, 10002",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Yuki Sushi,+1-917-409-0429,"37 Allen Street, New York, 10002",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sobak,+1 917-265-8188,"51B Canal Street, New York, 10002",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Angela's,+1 718 552 2297,"417 Nostrand Avenue, New York, 11216",restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
overpass,Sally's,+1-718-388-8788,New York,restaurant,New York,US,,,,,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27,no
