name,phone,address,category,city,country,reason,date_found
Eastern Restaurant,+1-718-479-8004,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Shady Lady,+1-718-440-9081,"34-19 30th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
United Miner's Soccer Club,+1-718-786-5833,"34-01 45th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Djerdan Burek,+1 718 721 2694,"34-04A 31st Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chiddy's CheeseSteaks,+1 718-954-9587,"37-03 31st Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nola's,+1-315-853-3052,"9 West Park Row, Clinton, 13323",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Phu Quoc,+1-315-734-1217,"657 Bleecker Street, Utica, 13501",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Greek Family Kitchen,+1-718-470-1700,"212-02 Union Turnpike, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Napolis Pizzaria & Restaurant,+1-718-380-1172,"164-02 69th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tina's Place,+1-718-497-6890,"1002 Flushing Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sampan,+1 718-278-1931,"28-48 Steinway Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Grand Avenue Pizza,+1 718-728-8879,"34-24 30th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Athens Grill and Sport Bar,+1-718-777-5366,"30-11 30th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bombay Kitchen,+1-347-915-1888,"733 Knickerbocker Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Pancho's,+1-718-518-1016,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
D'Angelos,+1-718-518-1010,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Ranch Restaurant,+1 718-991-0708,"1619 Westchester Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Al's Famous Pizza & Restaurant,+1-718-708-7056,"786 Allerton Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cozy Cottage Restaurant,+1-718-882-3040,"4103 Boston Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Moon,+1-212-779-2828,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Benvenuti,+1-718-337-8100,"2134 Flatbush Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
East Garden,+1-718-252-3822,"2072 Flatbush Avenue, Brooklyn, 11234",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Oasis,+1-718-258-3461,"2134 Flatbush Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Pho Tay Ho,+1-718-499-0199,"2351 86th Street, Brooklyn, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Yung Sun Seafood Restaurant,+1-212-346-9888,"47 East Broadway, New York, 10002",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Europa Restaurant,+1-718-232-4845,"6423 20th Avenue, Brooklyn, 11204",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Golden Reef Diner,+1-516-764-9273,"329 Sunrise Highway, Rockville Centre, 11570",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Redang Island,+1-718-686-6680,"5112 8th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Gia Lam,+1-718-633-2272,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sichuan Hot Pot Cuisine,+1-212-267-8886,"34 Pell Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Vegetarian Dim Sum House,+1-212-577-7176,"24 Pell Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Landmark Coffee Shop & Pancake House,+1 212-334-0040,"158 Grand Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jai Dee,+1-718-832-1544,"420 7th Avenue, Brooklyn, 11215",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Quetzalito,+1 347-448-6440,"57-25 Roosevelt Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Matsuri,+1 718-424-1688,"39-56 61st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Supreme Restaurant,+1-212-966-3988,"100 Mott Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
¡Ay Carumba!,+1-516-837-0818,"1320 Broadway, Hewlett, 11557",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tsion Cafe,+1-212-234-2070,"763 Saint Nicholas Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Meat Corner,+1 646-820-0838,"6001 7th Avenue, New York, 11220",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cantaritos Mexican Restaurant,+1-718-255-6098,"108-02 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Vegoist,+1 718-729-5665,"35-43 37th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Phở Hoàng,+1-718-762-6151,"41-01 Kissena Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Siempre,+1-716-932-1119,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mr. Chang Halal Chinese,+1-718-887-8625,"25-45 Steinway Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sapori’s Pizzaria & Italian Kitchen,+1 516 218 2958,"144 Atlantic Avenue, East Rockaway",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jagerhaus Gastropub & Biergarten,+1-718-767-3486,"15-16 149th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jin Ramen Sushi,+1-347-987-3959,"66-41 Fresh Pond Road, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
While In Kathmandu,+1-718-386-3416,"758 Seneca Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Aegea West Gyros & Pizza,+1-718-423-4429,"242-05 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
That's A Wrap,+1-718-428-9727,"45-52 Bell Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sushi Village,+1-718-886-4733,"32-50 Francis Lewis Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Little Egypt,+1-347-987-3860,"66-28 Fresh Pond Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Buona Forchetta,+1-718-767-2000,"168-68 9th Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Louie's Pizza,+1-718-440-9346,"81-34 Baxter Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Rubia Restaurant,+1-718-381-9847,"861 Wyckoff Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Trattoria Cerbone,+1-718-386-4400,"71-24 Fresh Pond Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hungry Burrito,+1-718-885-8080,"811 Seneca Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Room 55,+1-718-897-0055,"75-01 88th Street, Glendale, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rosa's Pizza and Pasta,+1-718-497-7672,"62-65 Fresh Pond Road, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Burek Pizza,+1-718-576-3147,"68-55 Forest Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Fajitas Sunrise,+1-718-418-0967,"59-24 Myrtle Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wow Bagel,+1-718-381-5700,"68-64 Fresh Pond Road, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Capybara,+1 315-320-5254,"853 Wyckoff Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Garlic to the Chicken,+1-347-689-2670,"66-92 Forest Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
K&K Super Buffett,+1-718-381-7111,"341 Saint Nicholas Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Caribe Star,+1-718-386-0387,"54-55 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Hibachi,+1 718 263 4110,"111-08 Queens Boulevard, Forest Hills, 11375",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Landín Macaroni & Cheese,+1-347-726-4217,"701 Melrose Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rai Rai Ken,+1-917-639-3342,"1467 Amsterdam Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ajisen Ramen,+1-646-638-0888,"136 West 28th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Raku It’s Japanese II,+1-212-873-1220,"57 West 76th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Suma Sushi,+1-212-280-5858,"964 Amsterdam Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zurutto,+1-212-498-0022,"142 West 72nd Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Chochin,+1-212-426-1216,"310 East 93rd Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sushi Inoue,+1-646-766-0555,"381 Malcolm X Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Aki Sushi,+1-212-628-8885,"1425 York Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zhego,+1 347-642-3166,"38-04 61st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kathmandu Fusion Kitchen,+1-718-672-9500,"39-26 61st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Alba Ristorante & Pizzaria,+1-718-291-1620,"137-65 Queens Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ruma's Kitchen,+1-718-898-9100,"37-01 61st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Juju Momo Dumpling,+1 929-600-5512,"39-30 61st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Puebla Restaurant,+1-718-205-2605,"39-22 61st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Martiniello's,+1-718-418-1112,"62-98 Forest Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Antica Trattoria,+1 718-386-1559,"68-10 Fresh Pond Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Cabaña Jarabacoa,+1-718-821-5880,"65-13 Fresh Pond Road, Ridgwood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tasty's Diner,+1-718-456-0954,"58-02 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New York Grill,+1 718-381-0100,"65-16 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Caleta,+1-718-418-8050,"1529 Gates Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Delicious Wok,+1 718-366-8882,"59-52 Summerfield Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Casa Del Mofongo,+1 212-740-1200,"1447 Saint Nicholas Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
New Apollo,+1-718-483-8288,"1477 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Casita Mexicana,+1-718-366-6656,"62-36 Forest Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ootoya,+1-212-704-0833,"141 West 41st Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Esquina Del Sabor,+1-718-404-7351,"99-01 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sol Inca,+1-718-446-1149,"87-07 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kinwa Peruvian Kitchen,+1-718-846-0909,"98-01 Jamaica Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
4 Choice 1 Soup Lunch Box,+1 718-886-0083,"136-75 Roosevelt Avenue, Flushing, 11354",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Pollo Inka,+1-718-505-2822,"89-12 Northern Boulevard, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Laojie Hot Pot,+1-718-431-0026,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Washington Square Dinner,+1-212-533-9306,"150 West 4th Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Alex Luncheonette,+1-718-417-9465,"685 Knickerbocker Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Estrella Del Mar,+1-718-456-7496,"552 Seneca Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Wok,+1 585-235-7888,"912 Genesee Street, Rochester, 14611",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Kabayan Authentic,+1 718-639-3113,"49-12 Queens Boulevard, New York, 11377",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Carniceria Mexicana,+1-917-832-6869,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tasty Thai,+1-917-909-0937,"72-04 Forest Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El chivito d’oro,+1-718-424-0600,"84-02 37th Avenue, Jackson Heights, 11372",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Cabaña Argentina,+1-718-426-5977,"86-07 Northern Boulevard, Jackson Heights, 11369",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Meli,+1 718 374 5157,"98-31 Metropolitan Avenue, Forest Hills, 11375",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tacos Mexico,+1-718-505-0332,"41-10 103rd Street, Corona, 11368",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sushi Lin,+1-347-627-6027,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Vaqueros,+1-718-381-1042,"1541 Myrtle Avenue, Brooklyn, 11237",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Molcajete Taqueria,+1-212-777-8226,"494 LaGuardia Place, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Grandma’s One Pizza,+1-917-472-7323,"165 Bleecker Street, New York, 10012",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Karakatta,+1-917-261-6297,"230 Thompson Streer, New York, 10012",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Szechuan Delight,+1 718-788-5408,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Healthy Joe’s,+1-212-962-1813,"10 Murray Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Thonglor,+1 718-278-3333,"32-47 Steinway Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Rossville Pizza,+1-718-227-4444,"960 Bloomingdale Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cachapas y Mas,+1-347-721-3767,"678 Seneca Avenue, Ridgewood",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Jorge's,+1-718-456-3900,"689 Seneca Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ambato,+1-718-366-1737;+1-347-987-3108,"666 Seneca Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cantina 33,+1-347-916-1511,"55-33 Myrtle Avenue, Ridgewood, 11385",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Montañero,+1-718-366-0400,"55-21 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Mi Sueno,+1-718-821-6072,"283 Wyckoff Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Molcajete,+1-917-688-1433,"1506 Westchester Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Cholula Deli Corporation,+1-718-417-0941,"222 Wyckoff Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Momo Ramen,+1-718-622-4813,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Union Cafe & Restaurant,+1-718-797-1117,"568 Union Street, New York, 11215",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Agra Grill,+1-347-346-5228,"3835 White Plains Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nicky's Cafe,+1-718-231-9516,"3140 Bainbridge Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Palace of Zuly,+1-718-366-4555,"913 Wyckoff Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lee's Restaurant,+1-718-366-0114,"15-46 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Salvador,+1-718-628-0606,"1544 Myrtle Avenue, Brooklyn",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
La Fogata,+1-347-789-4989,"1549 Gates Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Taqueria Acatlan,+1-718-456-2095,"298 Irving Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Empire Slice Pizza,+1-347-404-7945,"298 Irving Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Akaru Sushi,+1-718-928-7688,"201 Wyckoff Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Tony Pepperoni Pizzeria,+1-718-484-8073,"7502 18th Avenue, New York, 11214",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Los Primos,+1-718-486-8449,"704 Grand Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Sunset Diner,+1-718-349-2777,"593 Meeker Avenue, New York, 11222",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Joey's Pizza,+1-718-779-5880,"69-07 Grand Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Ocean Sushi,+1-315-622-6050,"7567 Oswego Road, Liverpool, 13090",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
China Wong,+1-315-622-4567,"7608 Oswego Road, Liverpool, 13090",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Natto,+1 718 369 1021,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Wonton Noodle 1978,+1-212-219-2713,"56 Mott Street, New York, 10013",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
House Of Gyro & Shawarma,+1-347-844-9183,"69-01 Fresh Pond Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Zenith Thai,+1-718-497-8899,"70-02 Fresh Pond Road, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Celtic Gasthaus,+1-718-456-8341,"64-04 Myrtle Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Delicious Chinese Food Inc,+1 212-996-6931,"1974 2nd Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Prem,+1-347-599-1952,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Inca Chicken,+1-718-366-3763,"122 Wyckoff Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Amanda's Kitchen,+1-347-488-6297,"264 Suydam Street, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Seoul Kitchen,+1-845-563-0796,"71 Liberty Street, Newburgh, 12550",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Luck Thai,+1-718-499-1888,New York,restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Spicy Bampa,+1-718-236-8088,"6920 18th Avenue, New York, 11204",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Coco,+1-718-565-2030,"82-69 Broadway, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lao Fu Zhou,+17186996688,"83-11 Broadway, Elmhurst, 11373",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Nha Sang Restaurant,+1-347-730-6117,"83-17 Broadway, Elmhurst, 11373",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Lynbrook Bagels,+1 516-596-0917,"26 Atlantic Avenue, Lynbrook, 11563",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Le Viêt Thai,+1 917-388-3897,"1750 2nd Avenue, New York, 10128",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
Bangrak Thai Cuisine,+1 212-289-8889,"1750 2nd Avenue, New York, 10128",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
El Comal Pupuseria,+1 718-523-3353,"148-60 Hillside Avenue, New York",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
The Gallery Four Italian Restaurant,+1 516 593 2539,"93 Broadway, Lynbrook, 11563",restaurant,New York,US,No website listed on OpenStreetMap for this restaurant - potential web design / marketing lead.,2026-08-27
